id_code,diagnosis
189cbbc9e5e3,0
bed8296c8dfe,0
8a87dd2a784e,0
4554062fa836,0
ae8424cdb029,2
6f923b60934b,4
12a82fc7d73e,2
99c6a123ed6a,0
8f2996b8d855,1
15f8d769935c,0
c0202976c670,2
460893cd86e3,2
aaaadb174012,0
b8ebedd382de,1
691eeb59b4cb,0
e9286ddf6ffe,1
4ad8d3ec8789,0
cc1eebed9276,2
756b0d6488bb,1
bc23f74e14dd,2
87774aafe068,4
61da799bf0aa,0
8241e43408a8,0
e0b5a982a018,3
441848e0f308,0
a73d012c4c38,0
5baed382f062,0
55f7f018c61c,0
d271d3a2b552,4
b5a3ca5c0a80,0
cd1c98ec48b1,0
b1b3e7d0a5f3,4
d9bbdc33db83,2
65dda202653d,0
00a8624548a9,2
3730c322d35b,0
a2ad3da4c7d6,2
9b7b6e4db1d5,2
4205e9deb058,0
3fe282197c1c,0
45ae04cfde5d,2
0f882877bf13,3
73d40ce06a67,0
0cb14014117d,3
ef48780f5d5f,0
94ef1d14597f,4
3732de8b416f,0
357f02a779d7,0
883c6a184f16,0
d1afdb8cf70d,0
5ad3dabeb2cd,0
7e980424868e,0
596f4fdb0004,0
c70d09370109,2
4e4a6224a04e,0
30263a7d5609,0
b294927b14b0,0
405b4f78658f,3
b83a6eca125f,2
81bc03e2ff2b,2
9a28d4e8aef0,2
ab88081e5654,0
97fdee242fea,0
1e1fb019710d,2
c8823cdaf7fa,2
9904939ab83d,2
d2dc86021c67,0
0851d6a69589,0
af7a36454670,0
599498e9e4bc,0
1df3e03a8f5f,1
4abca30b676b,4
02685f13cefd,4
36ec36c301c1,2
2ef10194e80d,0
0babc12807b2,0
5b301a6d1ac7,2
071435a218ec,2
6f689fced922,0
06586082a24d,0
c3aa424eff9a,0
04aef84a2cc1,0
dd3176bacfe2,0
2af1bf226f51,2
39fd8ef3a45c,0
c05b7b4c22fe,2
4b1001050f1d,2
cc839823755b,2
27933cdbe0cc,0
cd563556cb57,0
aa841de1ee82,2
ee3f5cf52188,0
266fbefa58fb,0
dce73d90c00c,0
e4d3d437b0a8,0
a14bbd9a583e,3
501c319f7a9f,0
653534ded339,2
8d8aca52c07b,4
1cb6961d141c,0
c25e02b39c01,0
757572337fd0,2
4e82c3c8d31f,1
dd3dad6ca78f,3
68ddb15a74de,0
37c4dfe03aba,4
5077cdb88aed,0
bcd503c726ba,4
6d292ca4c9ad,1
6b3860e8f64f,0
1d11794057ff,1
05113073b268,0
8ac0c44bbf24,4
b0d6417bad3e,2
4276b82e4489,0
ff52392372d3,2
141735b57ec0,2
c5e238aa18be,4
04a6fc58dabc,2
7427dedafccf,1
b5c80d0ed0ff,2
1943983492e5,2
eb1d37b71fd1,4
58f07741ee3b,0
dd110d2b8c21,2
8543a801dce0,2
a9bc2f892cb3,0
c67117c6ab3b,3
ba4e62c11cc0,0
5c7ab966a3ee,4
37c523296d42,0
291e2ff3d834,2
60e269e3e188,2
ff4832d55461,0
cd93a472e5cd,4
2a93334f663a,0
683023cda6a5,0
bb752b179751,0
dee687c6e88a,2
59bd19c1c5bb,0
913b1890ed1e,2
188219f2d9c6,0
201f882365d3,0
b927a9238434,2
b5b913358b32,0
93a1b984de84,0
247e98aba610,4
72c31aa48e2c,0
fb88d23fc5fe,0
dc3c0d8ee20b,2
10ecc5292ab1,2
be8697eb2078,0
a8aed92940fb,0
a3706ce27869,2
22ce8ef69357,2
3ca637fddd56,4
a8c950a99107,1
2eba4279e503,0
61d9c88a3a4b,0
dec5595e6154,0
b77b8a1f09f1,4
95e732e043a1,4
4fecf87184e6,3
2821998fc002,0
467b7d9d811c,2
0d8f60ed9280,0
eadfc8809ec8,2
d85588ff2ebd,1
0024cdab0c1e,1
be197b663520,0
06b71823f9cd,1
1414128bead0,2
a87f53bc984a,2
441affbe99aa,2
9fa02dfb5553,0
b3f31c371e59,0
996f57c86ba5,3
6e44f6d04fc9,0
f55e1d2a19e4,1
1db0393cdbc1,0
4c78d9d18da9,2
8000a6b97a84,2
8cb6b0efaaac,2
5c6194562ed2,2
ed3a0fc5b546,4
bf1b7e21e774,2
166068a24416,3
14515b8f19b6,2
2f2e1949ad56,1
1db18bdd43aa,2
09662e462531,0
5265dc9acdf8,2
4a7dc013e802,4
157d17349cc6,2
cb2f3c5d71a7,1
a5a2a7003d60,1
86722fcd802c,2
064af6592ba6,2
aa9cfe639ef1,2
cac80797770f,2
29580bed2f7d,2
8ff2733f6aef,2
d871895742b1,0
674057ab250c,2
24de56d433cd,0
269b44e628eb,3
248139c423c4,1
94111ed3d276,1
060e00d1e2ab,0
e8d1c6c07cf2,3
b0acd3593310,0
eda1d75cbcf0,0
08c17a2d95b7,2
a53d6d2472a6,0
7f1f3269f546,0
77f69c7ff324,2
17d997fe1090,0
f4d3777f2710,2
39aa3cd93c50,3
1d3e9b939732,0
b66f23ffa730,0
48c49f662f7d,2
a8dea22ef903,0
12e3f5f2cb17,1
9782c0489eca,1
32ed318235b8,0
c5a0e84e955d,0
f8cf7ed8ef00,4
ba0107fb1bfd,0
da9262d9f5d9,0
e1900014dabf,3
4d21ce39c905,2
b22cc1bf0b8a,0
7c6594b50690,0
c56293f53191,0
22a6da005395,1
e33766353db2,0
65e6f1bd9875,0
4189d4e631ec,2
a654b25124c3,0
01d9477b1171,0
9a78c6a7b1c2,2
5bf3357a2823,0
15f440753916,3
77543f66a84a,2
66460ecab347,0
a44345b27804,0
0cecc2864b7f,0
750e0168399d,0
bf6cbccacf39,0
f0c13be90519,1
df84e7113003,4
4ffa38550c95,0
cf6551521a35,0
98f48850ebce,2
191cf5668f33,0
e9faf0296643,0
772af553b8b7,3
5078caaf1f57,0
8ed586c43023,0
314862758acf,2
0f96c358a250,3
49eb73968c44,0
ca1036496659,1
9d9bfefa809c,2
a4b8de38eac1,3
7e6e90a93aa5,2
d6b109c82067,0
143db89c11c8,0
35aa7f5c2ec0,1
aca88f566228,2
a19ecd0a706e,1
8eeac97f02f0,4
664b1f9a2087,4
5e7db41b3bee,4
059bc89df7f4,1
95a4cc805c7b,1
16ce555748d8,4
408ea9d5e082,4
527bea76116c,2
1c4d87baaffc,2
53c874dbc594,0
ea4dcb055139,2
8e6df9eedcd8,0
165634a6167e,0
8aab201c0691,2
d2d523e9f669,0
12b57dac703e,0
a06b353e7bed,0
94a67ec0714f,2
7525ebb3434d,3
ca891d37a43c,2
5d9c841eb245,0
b842b43cb7fb,0
e4a44f9158dc,0
7e0598cc88a0,4
5e18af29d812,2
454792eb6e05,0
521d3e264d71,2
44f7f3ef9d50,0
8688f3d0fcaf,3
99132193eaa0,1
12e6e66c80a7,2
6504b703c429,0
ff0740cb484a,2
a443c4fd489c,1
0c55d58bebaf,2
10fca1abf338,4
bda91b76095b,0
aa8a1e814811,0
4d7d6928534a,1
ee77763a6afb,0
25dc1b41ed9c,2
b7983cb3f270,0
5d3c8c1f57da,0
f7edc074f06b,2
d2c5fb82fe5f,0
b468ebf5cb11,2
6666c4f18396,2
33e7bf536fc5,0
2532613a584a,2
0b64a0a06f9a,0
2c2aa057afc5,2
8a7765e785fb,0
d15ca3469b87,2
71a39c660432,3
55fd453001cc,2
1e4650743fa2,2
24f271c87e73,0
d3de0d313d61,1
25b4080f598b,0
870fbe6eaa68,0
6dcde47060f9,2
ea9c41e1ced0,0
a1edf0e66592,0
165cd2070ebd,4
547b37da9223,2
ff1e940105f9,0
c0e15e8e2b46,1
c62cef02efa2,0
5299a532f0e0,0
f4de9620e3f2,0
b69c224edd6e,0
76e6a9238570,2
8a01daa423f7,1
93be637084a2,1
4927945ecfed,0
5671eb95512b,1
1caba2fb38f6,0
b2ffa3e18559,3
5e5275ddee29,0
8bbd7835e9aa,1
d2901144070c,4
a384e688e228,0
5d74f98d62be,4
6a905a7202d2,0
c102db7634d8,1
d6283ded6aea,2
87295c5fa1cc,0
94b1d8ad35ec,1
79ce83c07588,1
1ae3c58759fb,0
b92eacd1392a,0
a125377fb985,2
922586d86cd8,0
cbd0870aa933,4
97a235367f9d,0
c5bec7f1e5f3,0
5db2e3a4594a,0
1dd9adcbfff4,2
febfb20dc311,0
fcc6aa6755e6,3
7d1b40fdbd86,2
05339950962e,0
026dcd9af143,2
07d8db76b301,2
a2b97d98f130,0
388f12e8df0b,2
62318d514160,4
57ce57a8cfb0,2
80ca40196225,3
cb2201c226d6,0
c6c2bad91f23,2
8344c783da65,0
c7c0470bcf87,2
a6731dd737af,0
b191ba0a2b12,3
7ef5ff774a48,1
a4ee03ecff60,0
cd45bfa07d41,1
52dbec057cc8,2
da0a83f074f3,0
1c0cf251b426,1
299086c6d1b5,3
9122b31414d3,0
3694e8c8e09a,0
8b8fe3fc8950,0
18323d8f2470,2
5728b8aa98ef,0
63d217b059b6,2
c5ad60521f8c,2
d1fb4efb117c,2
